followerID,userID
1097872939951763456,3149077037
1050462386010886144,3149077037
994852433917509633,3149077037
220513643,3149077037
754852421944221696,3149077037
1689053928,3149077037
838361927235555328,3149077037
2414205444,3149077037
745173836463648768,3149077037
3019139568,3149077037
2399235733,3149077037
758090491145687040,3149077037
363909200,3149077037
738728719225901057,3149077037
2683690933,3149077037
2225373246,3149077037
755174937141342210,3149077037
2649646517,3149077037
3652329855,3149077037
717094755721736192,3149077037
2882791845,3149077037
1732190635,3149077037
3740752762,3149077037
3401961129,3149077037
2729202476,3149077037
1387314812,3149077037
2320927788,3149077037
3149077037,1732190635
3149077037,994852433917509633
3149077037,2996387164
3149077037,717094755721736192
3149077037,4609777769
3149077037,763080926318452736
3149077037,818941851600297985
3149077037,814531588331552769
3149077037,775728638461378560
3149077037,806710293560598528
3149077037,790633504430227457
3149077037,780047895831670784
3149077037,2882791845
3149077037,738445386675814401
3149077037,714830159984128004
3149077037,2696612736
3149077037,1496072558
3149077037,4885713713
3149077037,4584150089
3149077037,2796477492
3149077037,2409501769
3149077037,1387314812
3149077037,3202237744
3149077037,4167781881
3149077037,520408708
3149077037,3014751747
3149077037,2894069487
3149077037,2310961219
3149077037,3740752762
3149077037,3401961129
3149077037,560279148
3149077037,3246762609
3149077037,2729202476
3149077037,2473419965
3149077037,2922983661
3149077037,3149927583
3149077037,3000114393
3149077037,2637375141
3149077037,2320927788
1122611286754435072,994852433917509633
1129855724811628547,994852433917509633
1047535057924231169,994852433917509633
4485375682,994852433917509633
2413041932,994852433917509633
797150178075611136,994852433917509633
848592496015888384,994852433917509633
974959489458868224,994852433917509633
267370141,994852433917509633
4426823895,994852433917509633
896132449561915392,994852433917509633
4627311029,994852433917509633
985657059034230785,994852433917509633
935255283051515904,994852433917509633
371006391,994852433917509633
2377901462,994852433917509633
766310977734320128,994852433917509633
2781699940,994852433917509633
2719107110,994852433917509633
3179980906,994852433917509633
720649698227458048,994852433917509633
1092594190486245376,994852433917509633
795934527306731521,994852433917509633
824241399633735680,994852433917509633
1099949654811308032,994852433917509633
1074407715403907073,994852433917509633
1016310514551533571,994852433917509633
831505670075719680,994852433917509633
1098388676562833408,994852433917509633
904990802853670912,994852433917509633
774733566412525568,994852433917509633
309366491,994852433917509633
846337216469196801,994852433917509633
973593232960643072,994852433917509633
2888226573,994852433917509633
2634962897,994852433917509633
865945215814836225,994852433917509633
3899984705,994852433917509633
1056872533373390848,994852433917509633
881592839993524224,994852433917509633
4776803091,994852433917509633
768776119562690560,994852433917509633
1025028138827493376,994852433917509633
1089537977603248128,994852433917509633
882328302110859264,994852433917509633
713415463980675072,994852433917509633
1073354096931942401,994852433917509633
1088454575412015107,994852433917509633
3001235267,994852433917509633
861911916767309824,994852433917509633
378712448,994852433917509633
2347274994,994852433917509633
836867572440121350,994852433917509633
92104440,994852433917509633
950759996471603200,994852433917509633
966603885510086656,994852433917509633
933816698108628992,994852433917509633
731920622402609152,994852433917509633
985415131688591362,994852433917509633
898223064227467264,994852433917509633
1058815496458526722,994852433917509633
116898046,994852433917509633
2387244602,994852433917509633
387195555,994852433917509633
1051875990660628487,994852433917509633
1050294775042252800,994852433917509633
1052941379008114688,994852433917509633
4698823879,994852433917509633
1060520301136670720,994852433917509633
4866743001,994852433917509633
1008695562714132481,994852433917509633
3096805953,994852433917509633
815030011149357056,994852433917509633
2890884574,994852433917509633
1003103672463699968,994852433917509633
957990131767668737,994852433917509633
808335837163388928,994852433917509633
852138382755074048,994852433917509633
806185249281605633,994852433917509633
2387153874,994852433917509633
962081105594798081,994852433917509633
2974984654,994852433917509633
742734124188893184,994852433917509633
2976926614,994852433917509633
905752531019726848,994852433917509633
980171231608614912,994852433917509633
3642494653,994852433917509633
1397696522,994852433917509633
708294593780051968,994852433917509633
861840978268880896,994852433917509633
111519701,994852433917509633
14844917,994852433917509633
1027952753203716096,994852433917509633
902271647666905088,994852433917509633
1013817569747357696,994852433917509633
695960607925862400,994852433917509633
4164635957,994852433917509633
2838090754,994852433917509633
1020562609865674752,994852433917509633
2810564608,994852433917509633
852507511315996676,994852433917509633
943948595086155776,994852433917509633
2610922586,994852433917509633
875750160701194240,994852433917509633
1011259707024175104,994852433917509633
933439656338718720,994852433917509633
703370607119839232,994852433917509633
80687653,994852433917509633
2313613867,994852433917509633
2867393932,994852433917509633
3323816824,994852433917509633
962781031089700871,994852433917509633
381695513,994852433917509633
977295850404765698,994852433917509633
2422165656,994852433917509633
956652414412738571,994852433917509633
797102332035080192,994852433917509633
379797074,994852433917509633
833352233483907073,994852433917509633
2371827829,994852433917509633
3260835686,994852433917509633
2176770708,994852433917509633
754852421944221696,1028390534677708803
577190181,994852433917509633
34955221,994852433917509633
257268592,994852433917509633
19596174,994852433917509633
2909403579,994852433917509633
71506201,994852433917509633
749197086,994852433917509633
